PLAYER_NAME,TEAM_ID,POSITION_NAME,POSITION_DISPLAY_NAME,RAW_STAT,MAPPED_STAT,RAW_LINE,LINE
STEPZ,b7550a48-1861-478f-8450-cf2be5e8fedf,Gamer,Gamer,period_1_2_fantasy_points,,49.92,49.92
Fuuu,b7550a48-1861-478f-8450-cf2be5e8fedf,Gamer,Gamer,period_1_2_fantasy_points,,48.09,48.09
Ackerman,3bda1771-b0e7-4321-990d-631e5e816094,Gamer,Gamer,period_1_2_fantasy_points,,45.12,45.12
Zest,3bda1771-b0e7-4321-990d-631e5e816094,Gamer,Gamer,period_1_2_fantasy_points,,53.81,53.81
frosty,b7550a48-1861-478f-8450-cf2be5e8fedf,Gamer,Gamer,period_1_2_fantasy_points,,38.53,38.53
Curse,3bda1771-b0e7-4321-990d-631e5e816094,Gamer,Gamer,period_1_2_fantasy_points,,52.19,52.19
Morttheus,b7550a48-1861-478f-8450-cf2be5e8fedf,Gamer,Gamer,period_1_2_fantasy_points,,50.91,50.91
Bvoy,baf01969-b3c1-48d9-8b79-a644d7922a39,Gamer,Gamer,kills_on_maps_1_2,,6.5,6.5
Bvoy,baf01969-b3c1-48d9-8b79-a644d7922a39,Gamer,Gamer,kills_on_maps_1_2,,10.5,10.5
Isles,1afcff1c-2f16-48c9-aec0-a7bdcf461dbf,Gamer,Gamer,kills_on_maps_1_2,,1.5,1.5
Bvoy,baf01969-b3c1-48d9-8b79-a644d7922a39,Gamer,Gamer,kills_on_maps_1_2,,14.5,14.5
Saint,1afcff1c-2f16-48c9-aec0-a7bdcf461dbf,Gamer,Gamer,kills_on_maps_1_2,,9.5,9.5
